step,close,price_return,action_delta,raw_target,risk_cap,shielded_target,target_position,prev_position,position,executed_trade,locked_position,sellable_position,limit_up,limit_down,pnl,cost,equity,max_equity,drawdown,dd_increase,reward
76,9.07,0.01681614349775789,-1.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
77,9.17,0.011025358324145496,-1.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
78,9.43,0.028353326063249706,-1.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
79,9.42,-0.0010604453870625436,-1.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,-0.0,0.0,1.0,1.0,0.0,0.0,0.0
80,9.61,0.02016985138004241,-1.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
81,9.35,-0.027055150884495296,-0.08806641399860382,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,-0.0,0.0,1.0,1.0,0.0,0.0,0.0
82,9.21,-0.014973262032085433,-1.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,-0.0,0.0,1.0,1.0,0.0,0.0,0.0
83,9.16,-0.005428881650380099,-1.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,-0.0,0.0,1.0,1.0,0.0,0.0,-0.0005386131959176374
84,9.41,0.027292576419213975,-1.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,1.0,1.0,0.0,0.0,-0.0013521595963964705
85,9.49,0.008501594048884174,1.0,0.1,0.8,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0,0,0.0,0.0001,0.9999,1.0,9.999999999998899e-05,9.999999999998899e-05,-0.0021991988622975826
86,9.4,-0.009483667017913578,-1.0,0.0,0.8,0.0,0.0,0.1,0.1,-0.0,0.1,0.0,0,0,-0.0009483667017913578,0.0,0.9989517281348789,1.0,0.001048271865121131,0.0009482718651211419,-0.0035018425806717327
87,9.71,0.032978723404255374,-1.0,0.0,0.8,0.0,0.0,0.1,0.0,-0.1,0.0,0.1,0,0,0.0032978723404255375,0.0001,1.0021462482357018,1.0021462482357018,0.0,0.0,0.0002643404260941717
88,9.68,-0.003089598352214329,1.0,0.1,0.8,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0,0,-0.0,0.0001,1.0020460336108783,1.0021462482357018,9.999999999988817e-05,9.999999999988817e-05,-0.0035410567701915398
89,9.84,0.016528925619834725,-1.0,0.0,0.8,0.0,0.0,0.1,0.1,-0.0,0.1,0.0,0,0,0.0016528925619834726,0.0,1.0037023080465988,1.0037023080465988,0.0,0.0,-0.001094888784290602
90,9.44,-0.040650406504065074,-1.0,0.0,0.8,0.0,0.0,0.1,0.0,-0.1,0.0,0.1,0,0,-0.004065040650406508,0.0001,0.9995218471326779,1.0037023080465988,0.004165040650406469,0.004165040650406469,-0.0062824493500725324
91,9.34,-0.010593220338983014,-1.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,-0.0,0.0,0.9995218471326779,1.0037023080465988,0.004165040650406469,0.0,-0.0014015329815760225
92,9.25,-0.009635974304068507,-1.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,-0.0,0.0,0.9995218471326779,1.0037023080465988,0.004165040650406469,0.0,-0.000948227766220394
93,8.63,-0.06702702702702694,-1.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,-0.0,0.0,0.9995218471326779,1.0037023080465988,0.004165040650406469,0.0,-0.0010586911914991822
94,8.55,-0.009269988412514491,-1.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,-0.0,0.0,0.9995218471326779,1.0037023080465988,0.004165040650406469,0.0,0.0
95,8.48,-0.008187134502924008,-1.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,-0.0,0.0,0.9995218471326779,1.0037023080465988,0.004165040650406469,0.0,0.0
96,8.61,0.015330188679245165,-1.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.9995218471326779,1.0037023080465988,0.004165040650406469,0.0,0.0
97,8.28,-0.03832752613240419,-1.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,-0.0,0.0,0.9995218471326779,1.0037023080465988,0.004165040650406469,0.0,0.0
98,8.35,0.008454106280193273,-1.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.9995218471326779,1.0037023080465988,0.004165040650406469,0.0,0.0
99,8.82,0.05628742514970068,-1.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.9995218471326779,1.0037023080465988,0.004165040650406469,0.0,0.0
100,8.92,0.011337868480725584,-1.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.9995218471326779,1.0037023080465988,0.004165040650406469,0.0,0.0
101,9.12,0.02242152466367705,-1.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.9995218471326779,1.0037023080465988,0.004165040650406469,0.0,0.0
102,8.78,-0.037280701754385956,-1.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,-0.0,0.0,0.9995218471326779,1.0037023080465988,0.004165040650406469,0.0,0.0
103,8.74,-0.00455580865603635,-1.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,-0.0,0.0,0.9995218471326779,1.0037023080465988,0.004165040650406469,0.0,0.0
104,8.74,0.0,-1.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.9995218471326779,1.0037023080465988,0.004165040650406469,0.0,0.0
105,8.82,0.009153318077803212,-1.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.9995218471326779,1.0037023080465988,0.004165040650406469,0.0,0.0
106,8.91,0.010204081632653045,-1.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.9995218471326779,1.0037023080465988,0.004165040650406469,0.0,0.0
107,9.06,0.016835016835016876,-1.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.9995218471326779,1.0037023080465988,0.004165040650406469,0.0,0.0
108,8.88,-0.01986754966887414,-1.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,-0.0,0.0,0.9995218471326779,1.0037023080465988,0.004165040650406469,0.0,0.0
109,9.1,0.024774774774774643,-1.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.9995218471326779,1.0037023080465988,0.004165040650406469,0.0,0.0
110,9.05,-0.005494505494505378,-1.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,-0.0,0.0,0.9995218471326779,1.0037023080465988,0.004165040650406469,0.0,0.0
111,8.75,-0.03314917127071831,-1.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,-0.0,0.0,0.9995218471326779,1.0037023080465988,0.004165040650406469,0.0,0.0
112,8.6,-0.017142857142857182,-1.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,-0.0,0.0,0.9995218471326779,1.0037023080465988,0.004165040650406469,0.0,0.0
113,8.58,-0.0023255813953487877,-1.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,-0.0,0.0,0.9995218471326779,1.0037023080465988,0.004165040650406469,0.0,0.0
114,8.72,0.016317016317016382,-1.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.9995218471326779,1.0037023080465988,0.004165040650406469,0.0,0.0
115,8.6,-0.01376146788990837,-1.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,-0.0,0.0,0.9995218471326779,1.0037023080465988,0.004165040650406469,0.0,-0.0004175890765094817
116,8.6,0.0,-1.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.9995218471326779,1.0037023080465988,0.004165040650406469,0.0,-6.0240910805012885e-05
117,8.38,-0.025581395348837077,-1.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,-0.0,0.0,0.9995218471326779,1.0037023080465988,0.004165040650406469,0.0,0.0
118,8.41,0.003579952267303026,-1.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.9995218471326779,1.0037023080465988,0.004165040650406469,0.0,0.0
119,8.42,0.0011890606420927215,-1.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.9995218471326779,1.0037023080465988,0.004165040650406469,0.0,0.0
120,8.34,-0.009501187648456066,-1.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,-0.0,0.0,0.9995218471326779,1.0037023080465988,0.004165040650406469,0.0,0.0
121,8.47,0.015587529976019279,-1.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.9995218471326779,1.0037023080465988,0.004165040650406469,0.0,0.0
122,8.56,0.010625737898465154,-1.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.9995218471326779,1.0037023080465988,0.004165040650406469,0.0,0.0
123,8.55,-0.0011682242990653955,-1.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,-0.0,0.0,0.9995218471326779,1.0037023080465988,0.004165040650406469,0.0,0.0
124,8.94,0.045614035087719156,-1.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.9995218471326779,1.0037023080465988,0.004165040650406469,0.0,0.0
125,8.85,-0.010067114093959717,0.6642340421676636,0.06642340421676636,0.8,0.06642340421676636,0.06642340421676636,0.0,0.06642340421676636,0.06642340421676636,0.0,0.0,0,0,-0.0,6.642340421676637e-05,0.9994554554890023,1.0037023080465988,0.004231187398444564,6.614674803809457e-05,-0.0010799972304787618
126,8.99,0.015819209039548088,-1.0,0.0,0.8,0.0,0.0,0.06642340421676636,0.06642340421676636,-0.0,0.06642340421676636,0.0,0,0,0.001050765716423427,0.0,1.0005056490167223,1.0037023080465988,0.0031848676686793216,0.0,0.000717155912727602
127,8.92,-0.007786429365962212,-1.0,0.0,0.8,0.0,0.0,0.06642340421676636,0.0,-0.06642340421676636,0.0,0.06642340421676636,0,0,-0.0005172011451806078,6.642340421676637e-05,0.9999217293581454,1.0037023080465988,0.0037666334511187193,0.0005817657824393977,-0.0014855764242874066
128,9.1,0.020179372197309385,-1.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.9999217293581454,1.0037023080465988,0.0037666334511187193,0.0,-1.855539948463533e-05
